7,1000,[38220],[5379],[38215]
7,1000,[39803],[5633],[39798]
7,1000,[18444],[2620],[18439]
7,1000,[39507],[5591],[39502]
7,1000,[7430],[1054],[7425]
7,1000,[3547],[500],[3542]
7,1000,[28868],[4084],[28863]
8,1000,[18584],[2625],[18578]
7,1000,[3486],[493],[3481]
7,1000,[5867],[829],[5862]
7,1000,[31239],[4416],[31234]
7,1000,[69659],[9871],[69654]
7,1000,[24744],[3504],[24739]
7,1000,[14607],[2062],[14602]
7,1000,[4372],[618],[4367]
7,1000,[9435],[1335],[9430]
7,1000,[7359],[1039],[7354]
7,1000,[6081],[861],[6076]
7,1000,[4580],[646],[4575]
7,1000,[1012],[146],[1007]
7,100,[306],[47],[301]
7,100,[270],[41],[265]
8,100,[114],[20],[108]
7,100,[465],[69],[460]
7,100,[312],[46],[307]
8,100,[403],[60],[397]
7,100,[164],[27],[159]
7,100,[116],[20],[111]
7,100,[112],[19],[107]
7,100,[996],[144],[991]
7,100,[1741],[248],[1736]
8,100,[736],[107],[730]
7,100,[355],[52],[350]
7,100,[1209],[174],[1204]
7,100,[506],[73],[501]
7,100,[1201],[170],[1196]
7,100,[487],[72],[482]
7,100,[378],[58],[373]
7,100,[65],[13],[60]
7,100,[496],[73],[491]
