3,1000,[46],[22],[45]
3,1000,[1291],[433],[1290]
3,1000,[203],[71],[202]
3,1000,[619],[210],[618]
3,1000,[155],[53],[154]
3,1000,[309],[106],[308]
1,1000,[1],[2],[2]
3,1000,[895],[302],[894]
3,1000,[969],[325],[968]
3,1000,[155],[54],[154]
3,1000,[611],[205],[610]
1,1000,[1],[2],[2]
1,1000,[1],[2],[2]
1,1000,[1],[2],[2]
1,1000,[1],[2],[2]
3,1000,[417],[144],[416]
3,1000,[674],[226],[673]
3,1000,[34],[14],[33]
3,1000,[762],[256],[761]
3,1000,[760],[255],[759]
1,100,[1],[2],[2]
3,100,[64],[25],[63]
3,100,[28],[11],[27]
3,100,[43],[17],[42]
3,100,[38],[17],[37]
3,100,[64],[24],[63]
3,100,[31],[13],[30]
3,100,[22],[10],[21]
3,100,[34],[14],[33]
3,100,[26],[10],[25]
1,100,[1],[2],[2]
3,100,[28],[11],[27]
3,100,[23],[10],[22]
1,100,[1],[2],[2]
1,100,[1],[2],[2]
3,100,[15],[7],[14]
3,100,[25],[11],[24]
3,100,[17],[8],[16]
3,100,[47],[18],[46]
3,100,[21],[9],[20]
