9,1000,[15612],[1708],[15605]
9,1000,[6718],[735],[6711]
9,1000,[78],[12],[71]
9,1000,[12784],[1403],[12777]
9,1000,[38265],[4181],[38258]
10,1000,[9700],[1063],[9692]
9,1000,[4861],[534],[4854]
9,1000,[17114],[1871],[17107]
9,1000,[6159],[673],[6152]
9,1000,[24225],[2652],[24218]
9,1000,[11977],[1313],[11970]
9,1000,[14830],[1616],[14823]
9,1000,[25070],[2743],[25063]
9,1000,[81647],[8931],[81640]
9,1000,[24647],[2698],[24640]
9,1000,[20071],[2197],[20064]
9,1000,[5138],[560],[5131]
9,1000,[3660],[405],[3653]
9,1000,[5482],[603],[5475]
9,1000,[62729],[6859],[62722]
10,100,[1448],[162],[1440]
9,100,[250],[31],[243]
9,100,[397],[47],[390]
9,100,[859],[97],[852]
9,100,[647],[74],[640]
9,100,[407],[49],[400]
9,100,[1524],[169],[1517]
9,100,[269],[33],[262]
9,100,[262],[31],[255]
9,100,[447],[52],[440]
9,100,[912],[103],[905]
9,100,[231],[29],[224]
9,100,[836],[95],[829]
9,100,[680],[78],[673]
9,100,[791],[91],[784]
9,100,[900],[101],[893]
9,100,[243],[31],[236]
9,100,[2953],[323],[2946]
9,100,[377],[45],[370]
9,100,[360],[43],[353]
