6,1000,[15808],[2572],[15804]
6,1000,[10054],[1628],[10050]
6,1000,[30074],[4876],[30070]
6,1000,[40799],[6620],[40795]
6,1000,[3142],[510],[3138]
6,1000,[2617],[431],[2613]
6,1000,[45269],[7347],[45265]
7,1000,[6731],[1091],[6726]
6,1000,[30630],[4962],[30626]
1,1000,[1],[2],[2]
7,1000,[2874],[473],[2869]
6,1000,[80124],[12979],[80120]
6,1000,[1204],[201],[1200]
6,1000,[2932],[479],[2928]
6,1000,[15002],[2436],[14998]
6,1000,[1138],[188],[1134]
7,1000,[7811],[1268],[7806]
6,1000,[2034],[332],[2030]
7,1000,[14289],[2327],[14284]
6,1000,[19483],[3172],[19479]
6,100,[597],[100],[593]
7,100,[621],[101],[616]
6,100,[488],[81],[484]
6,100,[221],[39],[217]
6,100,[1395],[228],[1391]
7,100,[1857],[307],[1852]
6,100,[1081],[175],[1077]
6,100,[382],[65],[378]
6,100,[31],[8],[27]
6,100,[81],[16],[77]
6,100,[192],[33],[188]
6,100,[57],[12],[53]
7,100,[337],[55],[332]
6,100,[877],[145],[873]
6,100,[335],[56],[331]
6,100,[175],[30],[171]
8,100,[72],[14],[66]
6,100,[303],[52],[299]
6,100,[1699],[276],[1695]
6,100,[571],[95],[567]
