3,1000,[25],[10],[24]
3,1000,[46],[18],[45]
3,1000,[18],[8],[17]
3,1000,[52],[20],[51]
3,1000,[22],[10],[21]
3,1000,[49],[18],[48]
3,1000,[63],[23],[62]
3,1000,[47],[18],[46]
3,1000,[77],[27],[76]
3,1000,[29],[12],[28]
1,1000,[1],[2],[2]
2,1000,[2],[2],[2]
2,1000,[4],[3],[4]
3,1000,[71],[26],[70]
3,1000,[20],[9],[19]
2,1000,[2],[2],[2]
3,1000,[16],[7],[15]
2,1000,[13],[8],[13]
2,1000,[6],[4],[6]
3,1000,[55],[21],[54]
2,100,[5],[4],[5]
1,100,[1],[2],[2]
2,100,[2],[2],[2]
2,100,[2],[2],[2]
2,100,[2],[2],[2]
3,100,[12],[6],[11]
2,100,[2],[2],[2]
2,100,[5],[4],[5]
3,100,[13],[6],[12]
2,100,[5],[4],[5]
2,100,[2],[2],[2]
2,100,[2],[2],[2]
3,100,[14],[7],[13]
2,100,[4],[3],[4]
2,100,[2],[2],[2]
2,100,[4],[3],[4]
2,100,[2],[2],[2]
3,100,[13],[6],[12]
2,100,[6],[4],[6]
2,100,[5],[4],[5]
