8,1000,[13970],[1726],[13964]
8,1000,[6469],[799],[6463]
8,1000,[95177],[11711],[95171]
8,1000,[21674],[2669],[21668]
8,1000,[59058],[7259],[59052]
9,1000,[378],[51],[371]
8,1000,[17268],[2129],[17262]
8,1000,[724],[91],[718]
9,1000,[4151],[509],[4144]
9,1000,[3085],[384],[3078]
8,1000,[28944],[3569],[28938]
8,1000,[8482],[1050],[8476]
8,1000,[4271],[526],[4265]
8,1000,[535],[69],[529]
8,1000,[2504],[311],[2498]
1,1000,[1],[2],[2]
8,1000,[13200],[1629],[13194]
1,1000,[1],[2],[2]
8,1000,[46404],[5717],[46398]
8,1000,[316],[42],[310]
8,100,[840],[104],[834]
8,100,[1226],[154],[1220]
8,100,[444],[59],[438]
8,100,[1171],[147],[1165]
8,100,[44],[8],[38]
8,100,[281],[38],[275]
8,100,[109],[17],[103]
9,100,[1061],[132],[1054]
8,100,[204],[27],[198]
8,100,[482],[63],[476]
8,100,[1605],[201],[1599]
9,100,[1588],[197],[1581]
8,100,[309],[41],[303]
8,100,[125],[18],[119]
8,100,[571],[74],[565]
8,100,[548],[69],[542]
8,100,[332],[45],[326]
8,100,[601],[77],[595]
8,100,[1067],[134],[1061]
8,100,[72],[11],[66]
