1,1000,[1],[2],[2]
1,1000,[1],[2],[2]
4,1000,[4641],[1158],[4639]
4,1000,[855],[214],[853]
4,1000,[91],[25],[89]
4,1000,[598],[151],[596]
4,1000,[661],[167],[659]
4,1000,[2353],[588],[2351]
4,1000,[4926],[1226],[4924]
4,1000,[817],[206],[815]
4,1000,[5945],[1481],[5943]
4,1000,[717],[179],[715]
4,1000,[6121],[1528],[6119]
4,1000,[6610],[1646],[6608]
4,1000,[1764],[441],[1762]
4,1000,[649],[164],[647]
1,1000,[1],[2],[2]
4,1000,[856],[215],[854]
4,1000,[584],[146],[582]
4,1000,[1489],[372],[1487]
4,100,[36],[10],[34]
4,100,[137],[36],[135]
4,100,[74],[21],[72]
4,100,[80],[22],[78]
1,100,[1],[2],[2]
4,100,[46],[14],[44]
4,100,[198],[52],[196]
1,100,[1],[2],[2]
1,100,[1],[2],[2]
4,100,[132],[35],[130]
4,100,[26],[8],[24]
4,100,[77],[22],[75]
4,100,[47],[14],[45]
4,100,[59],[17],[57]
4,100,[32],[9],[30]
4,100,[110],[30],[108]
1,100,[1],[2],[2]
4,100,[47],[14],[45]
4,100,[73],[22],[71]
4,100,[35],[10],[33]
