5,1000,[4120],[813],[4117]
5,1000,[359],[74],[356]
5,1000,[4126],[814],[4123]
1,1000,[1],[2],[2]
5,1000,[1551],[304],[1548]
5,1000,[11947],[2353],[11944]
1,1000,[1],[2],[2]
5,1000,[1349],[270],[1346]
5,1000,[8786],[1730],[8783]
5,1000,[1891],[377],[1888]
5,1000,[1448],[287],[1445]
5,1000,[644],[130],[641]
5,1000,[528],[106],[525]
5,1000,[1033],[205],[1030]
5,1000,[2152],[427],[2149]
5,1000,[14251],[2804],[14248]
5,1000,[96],[21],[93]
5,1000,[2409],[474],[2406]
5,1000,[51],[13],[48]
5,1000,[11263],[2223],[11260]
5,100,[60],[16],[57]
5,100,[77],[17],[74]
5,100,[137],[29],[134]
6,100,[43],[12],[39]
1,100,[1],[2],[2]
5,100,[187],[39],[184]
5,100,[28],[8],[25]
5,100,[155],[33],[152]
5,100,[26],[8],[23]
5,100,[82],[19],[79]
5,100,[67],[16],[64]
5,100,[212],[45],[209]
5,100,[46],[11],[43]
5,100,[147],[30],[144]
5,100,[24],[7],[21]
1,100,[1],[2],[2]
5,100,[45],[12],[42]
5,100,[130],[29],[127]
5,100,[103],[24],[100]
5,100,[19],[6],[16]
